Unnamed: 0,participant,difficulty,left_pupil_movement_x,left_pupil_movement_y,right_pupil_movement_x,right_pupil_movement_y,average_pupil_movement_x,average_pupil_movement_y,average_pupil_movement_distance,movement_angle,strong_movement,direction_change,time_difference,time_stamp,difficulty_easy,difficulty_hard,difficulty_medium
26,participant_5,easy,-0.0034716146198472,0.0249245222199592,-0.0017205640528379,0.0198211386969022,-0.0025960893363425,0.0223728304584307,0.0225229487981471,263.3811369375339,True,True,37,1627049019281,1,0,0
27,participant_5,easy,-0.0141915856748405,0.0476890688653796,-0.0148308086815955,0.0390208859614437,-0.014511197178218,0.0433549774134117,0.0457190213156686,251.49426611634087,True,True,74,1627049019355,1,0,0
28,participant_5,easy,-0.0091215694344392,-0.009897023762908,-0.0072575755668689,-0.0047072862927944,-0.0081895725006541,-0.0073021550278512,0.0109722634763408,138.2785091794673,False,True,69,1627049019424,1,0,0
29,participant_5,easy,-0.0022366510785032,-0.0083937510177294,-0.0035315244582926,-0.0078983827296378,-0.0028840877683979,-0.0081460668736836,0.0086415489217124,109.49633874138551,False,True,75,1627049019499,1,0,0
30,participant_5,easy,-0.0010727098531332,0.0421758471887089,-0.0120459831885151,0.0490266204868028,-0.0065593465208241,0.0456012338377558,0.0460705714562554,261.8146378907632,True,True,57,1627049019556,1,0,0
31,participant_5,easy,-0.0077183496626383,-0.0019167184201699,0.0026124864618634,-0.0215594480907962,-0.0025529316003874,-0.0117380832554831,0.0120124959217021,102.27024725946472,False,True,100,1627049019656,1,0,0
32,participant_5,easy,0.0080063190431586,-0.0298033177319251,0.0064537133065797,-0.0168180118971162,0.0072300161748691,-0.0233106648145206,0.0244061514373692,72.76824460446865,True,False,50,1627049019706,1,0,0
33,participant_5,easy,0.0006418153087919,-0.008733761920052,-0.0002532400363794,-0.0207919147480486,0.0001942876362062,-0.0147628383340503,0.0147641167484847,89.24599736868976,False,False,73,1627049019779,1,0,0
34,participant_5,easy,-0.0001954487992246,-0.008617796258719,0.0042389066271391,0.0039081036939508,0.0020217289139572,-0.002354846282384,0.0031036573288926,49.35260189758058,False,False,89,1627049019868,1,0,0
35,participant_5,easy,0.0003429977449124,-0.0067881228578696,-0.0021884623134465,-0.0086826987023939,-0.000922732284267,-0.0077354107801317,0.0077902512671805,96.80248591414912,False,True,72,1627049019940,1,0,0
36,participant_5,easy,0.0047491139086852,0.0312275103627435,0.0075164694070233,0.0385404044114371,0.0061327916578542,0.0348839573870903,0.035418944316608,279.9710198650191,True,False,64,1627049020004,1,0,0
37,participant_5,easy,0.0,0.0,-0.0045162615793211,-0.0155090258142229,-0.0022581307896605,-0.0077545129071114,0.0080766097522271,106.2356731261878,False,True,67,1627049020071,1,0,0
38,participant_5,easy,-0.0008658596384642,-0.0418412788483535,-0.0009834747095342,-0.038841832997672,-0.0009246671739992,-0.0403415559230128,0.0403521516609987,91.31304433549596,True,True,54,1627049020125,1,0,0
39,participant_5,easy,-0.002305045742344,0.0103215498399041,0.0010391223238161,0.0058679047151338,-0.0006329617092639,0.0080947272775189,0.0081194365705265,265.528893210977,False,True,68,1627049020193,1,0,0
40,participant_5,easy,-0.0076699815500801,0.0485824065937047,-0.0060745304743443,0.0512775520325617,-0.0068722560122122,0.0499299793131332,0.0504007017501473,262.1631708296256,True,True,91,1627049020284,1,0,0
41,participant_5,easy,0.0072813976976979,-0.0515277620554546,0.0058747023740337,-0.0537946454723471,0.0065780500358658,-0.0526612037639009,0.0530704543426702,82.87991200627586,True,False,53,1627049020337,1,0,0
42,participant_5,easy,-0.0055931155150427,0.0166670713268093,-0.0001055006454641,0.0184165558703019,-0.0028493080802534,0.0175418135985556,0.0177717129411508,260.7740490151358,False,True,96,1627049020433,1,0,0
43,participant_5,easy,0.0024800398747776,-0.0222168176679644,-0.0047218407110384,-0.0192065519981321,-0.0011209004181304,-0.0207116848330483,0.0207419937896743,93.09778142620684,True,True,69,1627049020502,1,0,0
44,participant_5,easy,0.0004758819943534,-0.0131074922012008,-0.0021745125440602,-0.0072491488532538,-0.0008493152748534,-0.0101783205272273,0.0102136940032035,94.76991346253516,False,True,39,1627049020541,1,0,0
45,participant_5,easy,-0.0040357623775327,0.0109133361878773,0.0017244802795262,0.0122822785281738,-0.0011556410490032,0.0115978073580256,0.0116552409562399,264.30965607708254,False,True,100,1627049020641,1,0,0
46,participant_5,easy,-0.0012119415427103,0.0366543214717832,0.0,0.0,-0.0006059707713551,0.0183271607358916,0.0183371759334676,268.1062574667058,False,True,37,1627049020678,1,0,0
47,participant_5,easy,0.0098956954057141,-0.0506058456041497,0.0041027556981873,-0.0142791257701054,0.0069992255519507,-0.0324424856871276,0.0331889143523339,77.82545918724512,True,False,76,1627049020754,1,0,0
48,participant_5,easy,-0.0039322115782637,0.048561424084809,0.0087144039648099,0.0329381822442885,0.002391096193273,0.0407498031645487,0.040819894646544,273.358122039261,True,False,70,1627049020824,1,0,0
49,participant_5,easy,0.0,0.0,-0.0174006093016614,-0.0128136741087521,-0.0087003046508307,-0.006406837054376,0.0108047610829019,143.6323562259495,False,True,84,1627049020908,1,0,0
50,participant_5,easy,-0.0195143594199257,-0.0266849108243006,0.0055602633667162,0.0102723819009492,-0.0069770480266047,-0.0082062644616756,0.0107713497566697,130.37152078150828,False,True,76,1627049020984,1,0,0
51,participant_5,easy,0.0162503826765354,-0.0016041599246361,0.0045063237495198,-0.00915179173776,0.0103783532130276,-0.0053779758311981,0.0116890050669555,27.39281300159881,False,False,63,1627049021047,1,0,0
52,participant_5,easy,0.0005204619752234,-0.0056048837686586,-0.0008806817467689,-0.0061881166010005,-0.0001801098857727,-0.0058965001848295,0.0058992502914055,91.74956811057326,False,True,63,1627049021110,1,0,0
53,participant_5,easy,0.0051005220910263,-0.0142801652599064,-0.0036514739394097,-0.0120699136619943,0.0007245240758082,-0.0131750394609504,0.0131949459996631,86.8523508873609,False,False,80,1627049021190,1,0,0
54,participant_5,easy,0.0143647705921754,-0.0001119937942025,-0.0008156117704649,0.0076955425067423,0.0067745794108552,0.0037917743562698,0.0077635352103825,330.7639883932195,False,False,72,1627049021262,1,0,0
55,participant_5,easy,-0.0273901120733854,0.0334744073026569,0.0002516868351522,0.0212537413751605,-0.0135692126191166,0.0273640743389087,0.0305436752131782,243.62424887539103,True,True,65,1627049021327,1,0,0
56,participant_5,easy,-6.659099472716817e-05,-0.0169312799296303,-0.0029528740949958,-0.03690007301641,-0.0015097325448615,-0.0269156764730202,0.0269579845752108,93.21042484360343,True,True,80,1627049021407,1,0,0
57,participant_5,easy,-0.0116566728095368,0.0282750977638451,-0.0093212047304626,0.0305259290261718,-0.0104889387699997,0.0294005133950084,0.0312155093569026,250.36561286696576,True,True,58,1627049021465,1,0,0
58,participant_5,easy,0.0142309148825332,-0.0126573473668531,0.006646660319072,-0.0021793025670687,0.0104387876008026,-0.0074183249669609,0.0128062419112754,35.39950677653584,False,False,66,1627049021531,1,0,0
59,participant_5,easy,-0.0043096194435934,-0.0122209518063541,0.0005973495710902,-0.009923255331487,-0.0018561349362516,-0.0110721035689206,0.0112266074280023,99.5166120001052,False,True,45,1627049021576,1,0,0
60,participant_5,easy,0.0021849911577638,-0.0007350933630099,0.0043080192235259,-9.542227405112842e-05,0.0032465051906448,-0.0004152578185305,0.0032729550881023,7.289076558843424,False,False,87,1627049021663,1,0,0
61,participant_5,easy,0.0034534151834084,0.0134767139165813,-0.0001090111165907,0.0140840324558644,0.0016722020334088,0.0137803731862229,0.0138814604704299,276.9188229580334,False,False,64,1627049021727,1,0,0
62,participant_5,easy,0.0068536866477902,-0.0413109248250644,0.0004992754129226,-0.0454376206665851,0.0036764810303564,-0.0433742727458248,0.0435298064433529,85.15508783562494,True,False,99,1627049021826,1,0,0
63,participant_5,easy,0.0,0.0,0.0061956217102458,0.012568446851963,0.0030978108551229,0.0062842234259815,0.0070062754842906,296.2410139794072,False,False,41,1627049021867,1,0,0
64,participant_5,easy,0.0040799497390686,-0.0078561243306674,-0.0140082660040482,0.0184641668315771,-0.0049641581324898,0.0053040212504548,0.0072646753120591,226.8957222388612,False,True,82,1627049021949,1,0,0
65,participant_5,easy,0.003677012273381,0.0047086082215878,0.0227212668894147,-0.0188007293759444,0.0131991395813978,-0.0070460605771783,0.0149620939492602,28.094515424485326,False,False,69,1627049022018,1,0,0
66,participant_5,easy,-0.0051511456855486,-0.0155226464751265,-0.0140736466338127,-0.0275982896334316,-0.0096123961596807,-0.021560468054279,0.0236061844153229,114.02895215135936,True,True,66,1627049022084,1,0,0
67,participant_5,easy,-0.0133627099879062,0.0538800558223829,-0.0020099623561182,0.0557731820323557,-0.0076863361720122,0.0548266189273693,0.0553627844924382,262.0195156984944,True,True,67,1627049022151,1,0,0
68,participant_5,easy,-0.0065614273165333,0.0124800775039857,0.0,0.0,-0.0032807136582666,0.0062400387519928,0.0070499053705642,242.2667551421439,False,True,70,1627049022221,1,0,0
69,participant_5,easy,0.0205294820507967,0.0117995320874064,-9.685028459290469e-05,-0.0124683398533027,0.0102163158831019,-0.0003344038829481,0.0102217873280679,1.874755349490721,False,False,104,1627049022325,1,0,0
70,participant_5,easy,-0.0107385926669524,-0.0507389762680061,-0.0055914932747517,-0.0028882240258594,-0.0081650429708521,-0.0268136001469328,0.0280292183186662,106.93608252588729,True,True,40,1627049022365,1,0,0
71,participant_5,easy,-0.0070178194440071,0.034707038936951,0.0034849598511041,0.0286610592033065,-0.0017664297964514,0.0316840490701287,0.0317332513257642,266.8089840030385,True,True,92,1627049022457,1,0,0
72,participant_5,easy,0.0076965395857227,-0.0211580898180185,0.0005779205107787,-0.021235103096798,0.0041372300482507,-0.0211965964574083,0.0215965824576566,78.9556518702956,True,False,76,1627049022533,1,0,0
73,participant_5,easy,-0.0021155715650957,0.0190990880195382,0.0047696783495413,-0.0046616078428133,0.0013270533922227,0.0072187400883624,0.0073397056595712,280.4166356952434,False,False,73,1627049022606,1,0,0
74,participant_5,easy,-0.0064887729720719,0.0324167544431383,-0.0091640551533848,0.0300276957971191,-0.0078264140627284,0.0312222251201287,0.0321881981249847,255.9277376968644,True,True,60,1627049022666,1,0,0
75,participant_5,easy,0.0018150936300222,-0.0438194933412265,0.0041782726485233,-0.0153909414388811,0.0029966831392728,-0.0296052173900538,0.0297564951993602,84.22012404940835,True,False,44,1627049022710,1,0,0
76,participant_5,easy,0.0081121678910964,-0.0211839719316663,0.0036212376948204,-0.033803654281155,0.0058667027929584,-0.0274938131064107,0.0281127722003922,77.95472206068153,True,False,94,1627049022804,1,0,0
77,participant_5,easy,-0.0053728997278597,0.0141243001201923,0.0004223811228009,0.0300088208895733,-0.0024752593025293,0.0220665605048828,0.0222049544275689,263.5997488075829,True,True,48,1627049022852,1,0,0
78,participant_5,easy,0.0,0.0,-0.0068176758180593,-0.0033256925488275,-0.0034088379090296,-0.0016628462744137,0.0037927870520725,153.99667433249152,False,True,73,1627049022925,1,0,0
79,participant_5,easy,0.0,0.0,-0.0018457461929984,0.0177697667853812,-0.0009228730964992,0.0088848833926906,0.0089326842356567,264.0699511007714,False,True,66,1627049022991,1,0,0
80,participant_5,easy,0.004003229962767,-0.0391329096460331,-0.0015109974143351,-0.0624935307128959,0.0012461162742159,-0.0508132201794645,0.0508284974278761,88.59519047529365,True,False,76,1627049023067,1,0,0
81,participant_5,easy,-0.0027467793747556,0.001459737583702,0.002591412903761,0.0219727611100607,-7.768323549730768e-05,0.0117162493468814,0.0117165068789028,269.62011253097614,False,True,66,1627049023133,1,0,0
82,participant_5,easy,0.0089624441212714,0.015471030087923,0.0003906504212811,0.0230760529166391,0.0046765472712762,0.019273541502281,0.0198327884176843,283.6387126640559,False,False,70,1627049023203,1,0,0
83,participant_5,easy,-0.0153306775571206,0.0348422843404012,0.0061717553306918,0.0040068018225123,-0.0045794611132144,0.0194245430814567,0.0199570623592455,256.7343831812103,False,True,69,1627049023272,1,0,0
84,participant_5,easy,0.0163828882590303,-0.0521549872170782,-0.0122078939455379,-0.0599451659771672,0.0020874971567462,-0.0560500765971227,0.0560889359047107,87.86709439359592,True,False,69,1627049023341,1,0,0
85,participant_5,easy,0.0003377903588313,0.0144697202154578,0.0158382786795062,0.0190694757132999,0.0080880345191688,0.0167695979643788,0.0186181556087107,295.7481724676084,False,False,74,1627049023415,1,0,0
86,participant_5,easy,0.0016087339192749,-0.0284816298110414,-0.0051536378276811,-0.0220772173431027,-0.001772451954203,-0.025279423577072,0.0253414846115807,94.01069632653326,True,True,80,1627049023495,1,0,0
87,participant_5,easy,-0.0040561352864977,0.0234017871695943,0.0029735433427686,0.0232440229952637,-0.0005412959718645,0.023322905082429,0.02332918564402,268.67047403332367,True,True,86,1627049023581,1,0,0
88,participant_5,easy,0.001629701135141,-0.0266051479945445,0.0038989903733124,-0.0192686222162441,0.0027643457542267,-0.0229368851053943,0.0231028635841311,83.12787633970032,True,False,38,1627049023619,1,0,0
89,participant_5,easy,-0.004252943935323,0.0501870500929532,-0.0088396560988693,0.0012725928491695,-0.0065463000170961,0.0257298214710613,0.0265495340231523,255.72540654303896,True,True,78,1627049023697,1,0,0
90,participant_5,easy,0.0033732860542763,-0.0346649560744869,0.0031986756703629,0.0073854702507076,0.0032859808623196,-0.0136397429118896,0.014029977082304,76.45485671757709,False,False,69,1627049023766,1,0,0
91,participant_5,easy,0.0063792635329555,-0.0635576889446505,0.0030531572875886,-0.0254119765638233,0.004716210410272,-0.0444848327542369,0.0447341366945467,83.94819993320594,True,False,66,1627049023832,1,0,0
92,participant_5,easy,-0.0048232977993103,0.0476563110526205,-0.0081743798618581,0.0156884155302488,-0.0064988388305842,0.0316723632914346,0.0323322362760531,258.4044502589888,True,True,98,1627049023930,1,0,0
93,participant_5,easy,-0.0015695845536947,0.032682547660018,0.0003276964443505,0.0361411123263269,-0.0006209440546721,0.0344118299931724,0.0344174318478011,268.9662388480552,True,True,32,1627049023962,1,0,0
94,participant_5,easy,0.0221595853722499,-0.0539710946110331,0.0033999794077445,-0.049710741648971,0.0127797823899972,-0.051840918130002,0.0533929174188605,76.15161263068012,True,False,77,1627049024039,1,0,0
95,participant_5,easy,-0.0232980640935074,0.013169158941449,-0.0060467004178006,0.0050348565881114,-0.014672382255654,0.0091020077647802,0.0172663066811102,211.81338302725456,False,True,79,1627049024118,1,0,0
96,participant_5,easy,0.0085188685920825,-0.0148601527571331,0.0111777505443574,-0.015394283717525,0.0098483095682199,-0.0151272182373291,0.0180505383008727,56.93456782181058,False,False,96,1627049024214,1,0,0
97,participant_5,easy,-0.0077545889541801,0.040430406708089,-0.0018456038958328,0.0147109565383586,-0.0048000964250065,0.0275706816232238,0.0279854142520444,260.1237138391516,True,True,38,1627049024252,1,0,0
98,participant_5,easy,0.0095495440776476,-0.0111430582432841,-0.0039404755855032,0.0069372774153304,0.0028045342460721,-0.0021028904139768,0.0035053616690132,36.86322527287604,False,False,67,1627049024319,1,0,0
99,participant_5,easy,-0.0033052334354904,-0.03137770041786,0.0025834655259623,-0.0240060205329259,-0.000360883954764,-0.0276918604753929,0.0276942119190533,90.74664384009309,True,True,93,1627049024412,1,0,0
100,participant_5,easy,-0.0079299533263168,-0.0014999910863006,-0.0053708380397528,-0.0036985851087779,-0.0066503956830348,-0.0025992880975392,0.0071403124129786,158.65209909965392,False,True,79,1627049024491,1,0,0
101,participant_5,easy,0.0073113918049115,0.0011610198290314,0.0051754336581158,0.0070982190940291,0.0062434127315136,0.0041296194615302,0.0074855834397244,326.5179052127784,False,False,67,1627049024558,1,0,0
102,participant_5,easy,-0.0013998238301801,0.0023446801058866,-0.003413762643926,4.585954011228434e-06,-0.002406793237053,0.0011746330299489,0.0026781367479968,206.0146433196724,False,True,53,1627049024611,1,0,0
103,participant_5,easy,0.0,0.0,-0.0036050361984947,0.0080176469369039,-0.0018025180992473,0.0040088234684519,0.0043954222890782,245.7895203798988,False,True,77,1627049024688,1,0,0
104,participant_5,easy,0.0022426142033243,-0.0163637703821087,0.0030487419949583,-0.0243252449090049,0.0026456780991413,-0.0203445076455568,0.020515813509203,82.59061722366607,True,False,88,1627049024776,1,0,0
105,participant_5,easy,0.0059845985340217,0.0486943706892975,0.0125697123697352,0.0620781428572551,0.0092771554518785,0.0553862567732763,0.056157840526801,279.5087291348743,True,False,39,1627049024815,1,0,0
106,participant_5,easy,-0.0038173473096384,-0.0474354068078076,-0.009948561986757,-0.0639246871516468,-0.0068829546481977,-0.0556800469797272,0.0561038563411979,97.0469357914519,True,True,75,1627049024890,1,0,0
107,participant_5,easy,0.0014733850948094,-0.0108315417944865,0.0099235425041782,-0.0405952325244573,0.0056984637994938,-0.0257133871594719,0.0263372505946812,77.50436862984213,True,False,87,1627049024977,1,0,0
108,participant_5,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0,1627049024977,1,0,0
109,participant_5,easy,-0.0045399151065487,0.0296384490972998,-0.0085035454379692,0.0556497777337968,-0.006521730272259,0.0426441134155483,0.0431399278481345,261.30490490466843,True,True,128,1627049025105,1,0,0
110,participant_5,easy,0.010278830625397,0.0425123086962593,-0.0041313551990396,0.0161726696328018,0.0030737377131786,0.0293424891645305,0.0295030427905328,275.98014110801034,True,False,78,1627049025183,1,0,0
111,participant_5,easy,-0.0096680235857938,-0.0350509447650561,-0.0026541030806212,-0.0125698831692182,-0.0061610633332075,-0.0238104139671371,0.0245946033650114,104.50737875927136,True,True,72,1627049025255,1,0,0
112,participant_5,easy,0.003122435917218,-0.0239130237676285,0.0060280082909323,-0.0255307017566971,0.0045752221040752,-0.0247218627621628,0.0251416617536079,79.51502277322666,True,False,67,1627049025322,1,0,0
113,participant_5,easy,0.0020996980286287,-0.0215810645333391,0.0172086711039751,0.0131659816245262,0.0096541845663019,-0.0042075414544064,0.01053122427502,23.54880822476032,False,False,68,1627049025390,1,0,0
114,participant_5,easy,-0.0023257852604437,0.0006638315099424,-0.0147533291276449,-0.0320626038212012,-0.0085395571940443,-0.0156993861556294,0.0178716189175441,118.54363113791692,False,True,69,1627049025459,1,0,0
115,participant_5,easy,0.0024143300281122,0.0348012443058758,0.0059779522793767,0.033956552323791,0.0041961411537444,0.0343788983148334,0.0346340331166297,276.9588570361172,True,False,72,1627049025531,1,0,0
116,participant_5,easy,0.0,0.0,-0.0099780126374827,-0.0095004873746586,-0.0049890063187413,-0.0047502436873293,0.0068887588967428,136.40435366593124,False,True,66,1627049025597,1,0,0
117,participant_5,easy,0.0015035866269882,-0.0135210036072484,0.0037840509124726,-0.0091601356018115,0.0026438187697304,-0.01134056960453,0.0116446681636862,76.87706619662593,False,False,76,1627049025673,1,0,0
118,participant_5,easy,-0.0055229823494525,-0.0209377870638217,-0.0033086598920507,-0.0157441801999962,-0.0044158211207516,-0.018340983631909,0.0188650777034294,103.53703492545152,False,True,67,1627049025740,1,0,0
119,participant_5,easy,0.000673631216079,0.0124602768376345,0.000275245613249,0.0183763493351033,0.000474438414664,0.0154183130863689,0.015425610854634,271.7624978760492,False,False,60,1627049025800,1,0,0
120,participant_5,easy,-0.0045558458560647,0.0093120941370239,0.0046332065553761,0.0085446994604415,3.868034965568128e-05,0.0089283967987327,0.0089284805854675,270.24822002989936,False,False,89,1627049025889,1,0,0
121,participant_5,easy,0.0025504965541908,0.0202419077212945,-0.0105574700478921,0.0175003076592458,-0.0040034867468506,0.0188711076902702,0.0192911018759941,258.0223436371523,False,True,50,1627049025939,1,0,0
122,participant_5,easy,0.0011192587400345,-0.0263556686660266,0.0084139756260459,-0.0224985952515324,0.0047666171830402,-0.0244271319587795,0.0248878567799898,78.95827455374248,True,False,70,1627049026009,1,0,0
123,participant_5,easy,-0.0056058131292085,0.0362970534060084,-0.0007752414087786,-0.0102712111810641,-0.0031905272689936,0.0130129211124721,0.0133983424397802,256.22389043971253,False,True,60,1627049026069,1,0,0
124,participant_5,easy,-0.0268628080777057,0.067674122648046,-0.0253901297497617,0.0992684711586517,-0.0261264689137337,0.0834712969033489,0.087464563021988,252.61990932852524,True,True,81,1627049026150,1,0,0
125,participant_5,easy,-0.0033530681477945,0.0244074159824274,0.0,0.0,-0.0016765340738972,0.0122037079912137,0.0123183300506096,262.1777237230772,False,True,70,1627049026220,1,0,0
126,participant_5,easy,-0.007569611020512,-0.0001962701004153,0.0039879528537281,0.0181080294898981,-0.0017908290833919,0.0089558796947413,0.009133173047337,258.6922012238928,False,True,68,1627049026288,1,0,0
127,participant_5,easy,0.0076532762265411,-0.0186248455680581,0.0013346777088965,-0.0181616136562646,0.0044939769677188,-0.0183932296121613,0.0189342738057755,76.27003932440776,False,False,69,1627049026357,1,0,0
128,participant_5,easy,-0.0026113751187532,0.0138371190198958,0.0014525246141694,0.0201091640361274,-0.0005794252522919,0.0169731415280116,0.0169830287920885,268.04480896863055,False,True,68,1627049026425,1,0,0
129,participant_5,easy,0.0,0.0,-0.0025299541731608,0.0037195529395165,-0.0012649770865804,0.0018597764697582,0.0022492077598656,235.7773656706781,False,True,95,1627049026520,1,0,0
130,participant_5,easy,0.0042600528010982,-0.0239222759961737,0.006151545157031,-0.0329200162747789,0.0052057989790646,-0.0284211461354763,0.0288939767194571,79.62039609449089,True,False,44,1627049026564,1,0,0
131,participant_5,easy,0.0013182480931889,0.0113555517970703,-0.0057899714000611,0.0113552505162165,-0.0022358616534361,0.0113554011566434,0.0115734270102509,258.86103616148705,False,True,100,1627049026664,1,0,0
132,participant_5,easy,-0.0116415057734369,0.0054262767530995,0.0031596239795487,0.0130615343073716,-0.0042409408969441,0.0092439055302356,0.0101703180453363,245.35517726868648,False,True,72,1627049026736,1,0,0
133,participant_5,easy,-0.004669422232175,0.026077864423971,-0.0073661983577464,0.0273481226473443,-0.0060178102949607,0.0267129935356576,0.0273824408039572,257.30453724981675,True,True,41,1627049026777,1,0,0
134,participant_5,easy,0.0172030872966647,-0.0189001530521616,0.0089448634179459,-0.0316056257420601,0.0130739753573053,-0.0252528893971109,0.0284365478661905,62.62840514951822,True,False,97,1627049026874,1,0,0
135,participant_5,easy,0.0,0.0,-0.0011727342507985,-0.0212422278187921,-0.0005863671253992,-0.010621113909396,0.0106372875810572,93.15995962803171,False,True,60,1627049026934,1,0,0
136,participant_5,easy,0.0029491200743887,-0.0323180520869857,-0.0005600473349053,-0.0152550933428313,0.0011945363697416,-0.0237865727149085,0.023816548000503,87.12508209142153,True,False,55,1627049026989,1,0,0
